"id","name","bussines_name","rfc","comments_on_delivery","date_joined","date_created","date_updated","direction_id"
"10837","T1317 TECOZAUTLA 2","TIENDAS 3B SA DE CV","TTB040915CY9",NULL,"2025-05-08","2025-05-08 21:19:27.370219+00","2025-05-08 21:19:27.279632+00","11375"
"10870","T1948 SANTA MARIA 2","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-09","2025-05-12 22:16:09.854896+00","2025-05-09 16:22:22.929001+00","11408"
"10903","461 ACTOPAN","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-09","2025-05-09 16:33:17.176039+00","2025-05-09 16:33:17.161824+00","11441"
"10936","T2583 SANTIAGO TLAPACOYA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-09","2025-05-09 16:44:11.60493+00","2025-05-09 16:44:11.563876+00","11474"
"10969","T009 CHICONAUTLA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-09","2025-05-09 17:00:29.82271+00","2025-05-09 17:00:29.729886+00","11507"
"11002","T1151 R1","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-09","2025-05-09 17:07:37.229111+00","2025-05-09 17:07:37.189577+00","11540"
"11035","T040 SEGOR","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-09","2025-05-09 17:33:24.19443+00","2025-05-09 17:33:24.152703+00","11573"
"11036","T3171 MOR LEANDRO VALLE","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-09","2025-05-09 17:37:35.248003+00","2025-05-09 17:37:35.242835+00","11574"
"11068","T2982 MOR NIÑOS HEROES","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-09","2025-05-09 17:42:18.817424+00","2025-05-09 17:42:18.79958+00","11606"
"11101","T1888 MCH QUIROGA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-09","2025-05-09 18:14:32.361172+00","2025-05-09 18:14:32.327829+00","11639"
"11102","T478 SAGITARIO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-09","2025-05-09 18:18:33.283236+00","2025-05-09 18:18:33.244942+00","11640"
"11103","T1887 LLANO DE LOS BAEZ","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-09","2025-05-09 18:21:21.625754+00","2025-05-09 18:21:21.62035+00","11641"
"11134","T595 CAPILLA OJO DE AGUA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-09","2025-05-09 18:29:18.343817+00","2025-05-09 18:29:18.291958+00","11672"
"11167","T753 SANTA MARIA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-09","2025-05-09 18:34:55.64674+00","2025-05-09 18:34:55.638751+00","11705"
"11168","T3525 AV MEXIQUENSE","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-09","2025-05-09 18:40:01.184028+00","2025-05-09 18:40:01.167895+00","11706"
"11200","T1232 SANTA MARIA CAHUACAN","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-09","2025-05-09 18:47:29.061807+00","2025-05-09 18:47:29.050425+00","11738"
"11233","T3363 HACIENDA LA CRUZ","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-12","2025-05-12 19:44:31.664238+00","2025-05-12 19:44:31.64828+00","11771"
"11266","T3324 JAL ENCARNACION LIBRAMIENTO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-12","2025-05-12 19:54:59.777185+00","2025-05-12 19:54:59.764798+00","11804"
"11299","T1633 MIXQUIAHUALA 3","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-12","2025-05-12 21:14:51.617551+00","2025-05-12 21:14:51.595479+00","11837"
"11332","T1203 VALLE DE SANTIAGO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-12","2025-05-12 21:27:38.547104+00","2025-05-12 21:27:38.46787+00","11870"
"11365","T1552 REAL CID","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-12","2025-05-12 21:36:30.74253+00","2025-05-12 21:36:30.725214+00","11903"
"11398","3438 Tezontepec 2","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-12","2025-05-12 21:53:23.82207+00","2025-05-12 21:53:23.791278+00","11936"
"11431","T426 MEXICO INDEPENDIENTE","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-12","2025-05-12 22:03:03.993517+00","2025-05-12 22:03:03.978463+00","11969"
"11464","T540 OZUMBILLA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-12","2025-05-12 22:11:43.495782+00","2025-05-12 22:11:43.485243+00","12002"
"11497","T1371 SAN FRANCISCO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-12","2025-05-12 22:16:01.334745+00","2025-05-12 22:16:01.32651+00","12035"
"11530","T1925 CHAMIZAL","TIENDAS TRES BS A DE CV","TTB040915CY9",NULL,"2025-05-12","2025-05-12 22:27:05.363237+00","2025-05-12 22:27:05.35249+00","12068"
"11563","T3183 SANTO TOMAS CHICONAUTLA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-12","2025-05-12 22:50:29.250547+00","2025-05-12 22:50:29.135716+00","12101"
"11596","T60 SAN MARTIN 2","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-12","2025-05-12 23:06:58.285135+00","2025-05-12 23:06:58.270739+00","12134"
"11629","T130 SAN MARTIN DE PORRES","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-12","2025-05-12 23:17:24.354854+00","2025-05-12 23:17:24.341136+00","12167"
"11662","T1540 ACAMBARO MERCADO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-13","2025-05-13 18:15:41.466287+00","2025-05-13 18:15:41.449352+00","12200"
"11695","T1829 ACAMBARO 10 DE MAYO","TIENDA TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-13","2025-05-13 18:19:27.6984+00","2025-05-13 18:19:27.640287+00","12233"
"11728","T385 LA CURVA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-13","2025-05-13 23:02:10.222377+00","2025-05-13 18:30:14.365391+00","12266"
"11761","T1494 PASEOS DE LA PLATA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-13","2025-05-13 18:58:34.586923+00","2025-05-13 18:58:34.515959+00","12299"
"11794","T1234 JILOTZINGO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-13","2025-05-13 19:01:51.416815+00","2025-05-13 19:01:51.397438+00","12332"
"11827","T12 CHICONAUTLA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-13","2025-05-13 19:08:44.271112+00","2025-05-13 19:08:44.228909+00","12365"
"11860","T284 TEXALPA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-14","2025-05-14 18:02:18.969868+00","2025-05-14 18:02:18.898506+00","12398"
"11861","T886 FUENTES SAN CRISTOBAL","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-14","2025-05-14 18:08:04.067454+00","2025-05-14 18:08:03.991247+00","12400"
"11893","T956 ACAYUCA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-14","2025-05-26 23:27:03.332545+00","2025-05-14 18:13:48.504056+00","12431"
"11926","T922 HEROES ECATEPEC","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-14","2025-05-14 18:49:03.214907+00","2025-05-14 18:49:03.011103+00","12464"
"11959","T1832 PROGRESO ECATEPEC 2","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-14","2025-05-14 18:56:45.586659+00","2025-05-14 18:56:45.574785+00","12497"
"11992","T3182 VALLE DEL DON","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-15","2025-05-15 18:22:54.795476+00","2025-05-15 18:21:45.665192+00","12530"
"12025","T049 CHICONAUTLA 3","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-15","2025-05-15 18:27:36.342262+00","2025-05-15 18:27:36.267417+00","12563"
"12058","T389 GUADIANA 2","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-15","2025-05-15 18:51:44.579846+00","2025-05-15 18:51:44.554907+00","12596"
"12091","T1164 JUCAR","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-15","2025-05-15 19:49:46.895625+00","2025-05-15 19:49:46.795848+00","12629"
"12124","T2082 MOR SAN RAFAEL","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-15","2025-05-15 20:00:06.226591+00","2025-05-15 20:00:06.193381+00","12662"
"12157","T2128 MOR TORREON NUEVO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-15","2025-05-15 20:50:07.803662+00","2025-05-15 20:50:07.741305+00","12695"
"12190","T3169 MCH CAPULA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-15","2025-05-15 21:04:46.881901+00","2025-05-15 21:04:46.847789+00","12728"
"12223","T1936 MCH PATZCUARO CRIS","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-15","2025-05-15 21:09:21.337612+00","2025-05-15 21:09:21.193593+00","12761"
"12256","FAURECIA SISTEMAS AUTOMOTRICES DE MEXICO","FAURECIA SISTEMAS AUTOMOTRICES DE MEXICO","FSA980318AL3",NULL,"2025-05-16","2025-05-16 17:19:51.543236+00","2025-05-16 17:19:51.445633+00","12794"
"12289","T1661 CELAYA MUTUALISMO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-16","2025-05-16 18:06:49.681899+00","2025-05-16 18:06:49.669284+00","12827"
"12322","T278 HGO IZTACIHUATL","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-16","2025-05-16 20:21:59.117676+00","2025-05-16 20:21:59.054583+00","12860"
"12355","T1460 RECURSOS HIDRAULICOS","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-16","2025-05-16 20:33:24.720252+00","2025-05-16 20:33:24.707313+00","12893"
"12388","T1138 URIANGATO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-16","2025-05-16 20:38:47.559136+00","2025-05-16 20:38:47.493657+00","12926"
"12421","T2466 MOR PRIMO TAPIA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-16","2025-05-16 20:53:18.745915+00","2025-05-16 20:46:48.853018+00","12959"
"12455","T588 SOPAS","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2025-05-17","2025-05-17 18:09:45.709715+00","2025-05-17 18:09:45.668452+00","12992"
"12487","T969 ZINAPECUARO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-19","2025-05-19 18:11:29.495969+00","2025-05-19 18:11:29.482286+00","13025"
"12520","T2671 PATZCUARO 2","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-19","2025-05-19 19:16:50.732656+00","2025-05-19 19:16:50.719009+00","13058"
"12553","T3234 ERONGARICUARO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-19","2025-05-19 19:24:42.87391+00","2025-05-19 19:24:42.856456+00","13091"
"12586","T1999 TLAHUELILPAN 2","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-19","2025-05-19 19:31:30.456069+00","2025-05-19 19:31:30.411977+00","13124"
"12619","T782 SANTA TERESA 4","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-19","2025-05-19 19:43:12.916777+00","2025-05-19 19:43:12.892526+00","13157"
"12652","T166 TIZAYUCA","TIENBDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-19","2025-05-19 20:06:20.149154+00","2025-05-19 20:06:20.113719+00","13190"
"12685","T653 TIZAYUCA 2","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-19","2025-05-19 20:09:29.656454+00","2025-05-19 20:09:29.56951+00","13223"
"12718","T1815 HEROES SAN PABLO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-19","2025-05-19 20:23:30.12982+00","2025-05-19 20:23:30.070551+00","13256"
"12719","T11 HEROES 2","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-19","2025-05-19 20:26:21.251143+00","2025-05-19 20:26:21.238617+00","13257"
"12751","T3475 JARDINES TIZAYUCA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-19","2025-05-21 21:38:03.896635+00","2025-05-19 20:35:48.703857+00","13289"
"12784","T462 NUEVO LAREDO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-19","2025-05-19 20:43:59.527531+00","2025-05-19 20:43:59.505833+00","13322"
"12817","T1744 REAL VERONA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-19","2025-05-19 20:55:06.064494+00","2025-05-19 20:55:06.03566+00","13355"
"12850","T373 JARDIN CASA NUEVA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-19","2025-05-19 21:02:14.472066+00","2025-05-19 21:02:14.43405+00","13388"
"12883","T3423 PALACIO TIZAYUCA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-20","2025-05-20 17:58:34.803961+00","2025-05-20 17:58:34.755484+00","13421"
"12916","T3151 HEROES DE TIZAYUCA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-20","2025-05-20 19:36:22.197926+00","2025-05-20 19:36:22.18096+00","13454"
"12949","T129 ZITLALTEPEC","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-20","2025-05-20 23:10:01.088757+00","2025-05-20 23:10:01.038877+00","13487"
"12982","T2458 REAL TOLEDO 2","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-21","2025-05-21 17:45:40.026931+00","2025-05-21 17:45:39.996358+00","13520"
"12983","T2241 BOSQUES DEL PEÑAR","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-21","2025-05-21 17:50:58.271272+00","2025-05-21 17:50:58.265138+00","13521"
"13015","T1206 HEROES 3","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-21","2025-05-21 18:00:29.286066+00","2025-05-21 18:00:29.238424+00","13553"
"13048","T3367 TLALMINULPAN","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-21","2025-05-21 18:09:33.711004+00","2025-05-21 18:09:33.602367+00","13586"
"13081","T3237 HGO VITO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-21","2025-05-21 18:13:45.297183+00","2025-05-21 18:13:45.272735+00","13619"
"13114","T698 ACOSAC 2","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-22","2025-05-22 18:09:35.942559+00","2025-05-22 18:09:35.859082+00","13652"
"13147","T3551 CUITZEO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-22","2025-05-22 18:27:12.844359+00","2025-05-22 18:27:12.817189+00","13685"
"13180","T386 HGO AJACUBA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-22","2025-05-22 18:43:39.434272+00","2025-05-22 18:43:39.417612+00","13718"
"13213","T1630 ZUMPANGO SAN JUAN","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-22","2025-05-22 18:58:24.662455+00","2025-05-22 18:58:24.383139+00","13751"
"13246","T2625 HGO LIBRAMIENTO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-23","2025-05-23 12:25:27.51939+00","2025-05-23 12:25:27.491136+00","13784"
"13279","T399 VALLE DE GUADIANA 2","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-23","2025-05-23 12:41:08.245709+00","2025-05-23 12:41:08.229171+00","13817"
"13312","T2686 HGO LA PALMA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-23","2025-05-23 12:55:21.680287+00","2025-05-23 12:55:21.652356+00","13850"
"13345","T1118 PASEOS DEL LAGO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-26","2025-05-26 21:12:57.451532+00","2025-05-26 21:12:57.323661+00","13916"
"13378","T1733 REAL NAVARRA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-26","2025-05-26 23:25:31.858714+00","2025-05-26 21:34:41.976317+00","13949"
"13411","T2538 TIZAYUCA CENTRO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-26","2025-05-26 22:19:07.493733+00","2025-05-26 22:19:07.405339+00","13982"
"13444","T1625 LAS AMERICAS","TIENDAS TRES B SA DE C V","TTB040915CY9",NULL,"2025-05-26","2025-05-26 22:32:35.558912+00","2025-05-26 22:30:13.923959+00","14015"
"13477","T1792 TECALCO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-26","2025-05-26 22:48:19.107313+00","2025-05-26 22:48:18.86798+00","14048"
"13510","T059 SANTA ANA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-27","2025-05-27 19:42:45.883234+00","2025-05-27 19:42:45.808974+00","14081"
"13543","T3521 SLP CHARCAS","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-28","2025-05-28 19:21:00.391556+00","2025-05-28 19:21:00.371584+00","14147"
"13544","T778 ZACACALCO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-28","2025-05-28 19:26:40.555279+00","2025-05-28 19:26:40.548754+00","14148"
"13576","T1384 HUEYOPOXTLA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-28","2025-05-28 19:44:25.278356+00","2025-05-28 19:44:25.255462+00","14180"
"13609","T2972 SAN MIGUEL TECAMAC","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-28","2025-05-28 19:48:42.175559+00","2025-05-28 19:48:42.11764+00","14213"
"13642","T919 SAN CAYETANO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-28","2025-05-28 19:54:04.783308+00","2025-05-28 19:54:04.753809+00","14246"
"13675","T727 ZUMPANGO SAN MIGUEL","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-28","2025-05-28 20:01:31.264659+00","2025-05-28 20:01:30.977665+00","14279"
"13708","T448 TEMASCALAPA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-28","2025-05-28 20:10:48.124558+00","2025-05-28 20:10:48.096684+00","14312"
"13741","T2383 HGO SANTIAGO TLAPACOYA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-29","2025-05-29 18:30:18.626336+00","2025-05-29 18:30:18.527261+00","14345"
"13774","T3027 VALE DEL SOL","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-29","2025-05-29 18:51:13.099667+00","2025-05-29 18:51:13.034139+00","14378"
"13807","T3111 CIRCUITO CUAHUTEMOC","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-29","2025-05-29 19:03:27.781545+00","2025-05-29 19:03:27.703555+00","14411"
"13840","T1107 TIZAYUCA OLMOS","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-30","2025-05-30 18:25:59.620797+00","2025-05-30 18:25:59.599904+00","14444"
"13841","T110 SAN ANTONIO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-30","2025-05-30 18:30:04.349081+00","2025-05-30 18:30:04.331692+00","14445"
"13873","T843 HACIENDA TIZAYUCA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-30","2025-05-30 18:48:16.268716+00","2025-05-30 18:48:16.121529+00","14477"
"13906","T1605 ENCINOS","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-05-30","2025-05-30 18:55:37.976038+00","2025-05-30 18:55:37.964383+00","14510"
"13939","T3599 ESTANCIAS 2","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-06-02","2025-06-02 18:19:11.502792+00","2025-06-02 18:16:32.834967+00","14543"
"13972","T3542 QRO SAN RAFAEL","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-06-02","2025-06-02 19:51:39.326906+00","2025-06-02 19:51:39.313816+00","14576"
"14005","T2224 DURAZNO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-06-02","2025-06-02 20:44:34.447337+00","2025-06-02 20:44:34.432247+00","14609"
"14038","T2971 NATURA TIZAYUCA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-06-02","2025-06-02 21:11:20.326776+00","2025-06-02 21:11:20.265396+00","14642"
"14071","T3236 CONEJOS","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-06-02","2025-06-02 21:16:42.984559+00","2025-06-02 21:16:42.964713+00","14675"
"14104","T2732 PALMAR","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-06-02","2025-06-02 21:22:32.59373+00","2025-06-02 21:22:32.582133+00","14708"
"14105","T444 APAXCO 1","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-06-02","2025-06-02 21:26:54.576201+00","2025-06-02 21:26:54.564359+00","14709"
"14106","T1933 APAXCO 2","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-06-02","2025-06-02 21:29:42.373208+00","2025-06-02 21:29:42.311415+00","14710"
"14137","T918 NOPANCALCO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-06-03","2025-06-03 18:12:39.521759+00","2025-06-03 18:12:39.483455+00","14741"
"14138","T3401 HGO REFORMA AGRARIA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-06-03","2025-06-03 18:15:13.008091+00","2025-06-03 18:15:13.000323+00","14742"
"14170","T712 ACTOPAN CENTRO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-06-03","2025-06-03 18:22:28.910015+00","2025-06-03 18:22:28.879874+00","14774"
"14171","T1623 POTRERO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-06-03","2025-06-03 18:26:13.902483+00","2025-06-03 18:26:13.896379+00","14775"
"14172","T502 TONANITLA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-06-03","2025-06-03 18:29:44.377415+00","2025-06-03 18:29:44.341237+00","14776"
"14203","449 SAN BARTOLO","TIENDAS 3B SA DE CV","TTB040915CY9",NULL,"2025-06-04","2025-06-04 18:18:20.343203+00","2025-06-04 18:08:49.035811+00","14807"
"14236","T946 SANTA INES","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-06-04","2025-06-04 18:21:56.643001+00","2025-06-04 18:21:56.63283+00","14840"
"14269","T3476 JERONIMO TECAMAC","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-06-04","2025-06-04 18:46:00.46587+00","2025-06-04 18:46:00.444738+00","14873"
"14302","T1484 -Hgo san Antonio","TIENDA TRES B SA DE CV","TTB040915CY9",NULL,"2025-06-05","2025-06-05 18:50:17.652199+00","2025-06-05 18:50:17.610321+00","14906"
"14335","T2695 HGO SOLARES","TIENDA TRES B SA DE CV","TTB040915CY9",NULL,"2025-06-05","2025-06-05 18:56:44.047461+00","2025-06-05 18:56:44.030781+00","14939"
"14336","T1833 HGO ACTOPAN 4","TIENDA TRES B SA DE CV","TTB040915CY9",NULL,"2025-06-05","2025-06-05 19:01:17.982078+00","2025-06-05 19:01:17.969168+00","14940"
"14368","T148 CHICONAUTLA 4","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-06-09","2025-06-09 23:09:53.648322+00","2025-06-09 23:09:53.485442+00","15005"
"14401","T1511 PIRACANTOS","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-06-09","2025-06-09 23:20:39.13177+00","2025-06-09 23:20:39.051052+00","15038"
"14434","IUSA MEXICO","IUSA SA DE CV","CTC861104I92",NULL,"2025-06-11","2025-06-11 19:18:25.881839+00","2025-06-11 15:42:58.865769+00","15071"
"14467","T1135 HGO AV FERROCARRIL","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-06-11","2025-06-11 17:48:34.156296+00","2025-06-11 17:48:34.060251+00","15104"
"14500","T1163 PACHUCA VERACRUZ","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-06-11","2025-06-11 18:20:45.623446+00","2025-06-11 18:20:45.466429+00","15137"
"14533","T3543 SJR SAN PEDRO AHUACATLAN","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-06-16","2025-06-16 19:01:48.722264+00","2025-06-16 19:01:48.705754+00","15203"
"14566","T012CHICONAUTLA 2","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-06-16","2025-06-16 19:41:35.228847+00","2025-06-16 19:41:35.191033+00","15236"
"14567","T034 AV MEXICO","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-06-16","2025-06-16 19:47:15.054344+00","2025-06-16 19:47:15.02137+00","15237"
"14599","T511 HGO PLUTARCO ELIAS CALLES","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-06-16","2025-06-16 19:54:46.474382+00","2025-06-16 19:54:46.445539+00","15269"
"14632","T3038 REPUBLICA DE COSTA RICA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-06-17","2025-06-17 18:08:04.348692+00","2025-06-17 18:08:04.215481+00","15302"
"14665","T884 TEPATEPEC 2","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-06-19","2025-06-19 18:21:07.967954+00","2025-06-19 18:21:07.950335+00","15335"
"14698","T2121 LAS PLAZAS","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-06-19","2025-06-19 18:55:43.082608+00","2025-06-19 18:55:43.064352+00","15368"
"14731","T1902 TEPATEPEC 3","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-06-19","2025-06-19 19:31:27.173954+00","2025-06-19 19:27:24.729604+00","15401"
"14764","T1699 ZONA PLATEADA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-06-19","2025-06-19 23:12:17.495986+00","2025-06-19 23:12:17.476547+00","15434"
"14797","T1501 ATOTONILCO DE TULA","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2025-06-20","2025-06-20 19:23:35.418751+00","2025-06-20 19:23:35.401504+00","15467"
"14830","T585 ALEBRIJE","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36",NULL,"2025-06-23","2025-06-23 17:16:09.555065+00","2025-06-23 17:16:09.496723+00","15500"
